	Entity Name	Alternative Name	Tag	Reference
1500	Juzgána			Yule
1501	Juzgána 	Dogana		Yule
1502	Jájnagar			Yule
1503	Jámisfulah	Gauenispola		Yule
1504	Kaan			Yule
1505	Kaans			Yule
1506	Kabul			Yule
1507	Kadapah			Yule
1508	Kafchi-kúe			Yule
1509	Kahn-i-Panchur			Yule
1510	Kaidu		Person	Murray
1511	Kaidu Khan	Caidu Khan		Yule
1512	Kaifung-fu			Yule
1513	Kaikhosru I. and III			Yule
1514	Kaikhátu	Kiacatu		Yule
1515	Kaikus			Yule
1516	Kain-du		Location	Murray
1517	Kaipingfu 	Keibung		Yule
1518	Kairat-ul-Arab			Yule
1519	Kais			Yule
1520	Kaisaríya	Caesaraea		Yule
1521	Kajjala			Yule
1522	Kakateya			Yule
1523	Kakhyens			Yule
1524	Kakula			Yule
1525	Kalajan	Calachan		Yule
1526	Kalantan			Yule
1527	Kala’ Atishparastan	Cala Ataperistan		Yule
1528	Kala’ Safed			Yule
1529	Kalchi			Yule
1530	Kales Devar			Yule
1531	Kalgan			Yule
1532	Kalhát 	Kalhátú		Yule
1533	Kalidása			Yule
1534	Kalinga			Yule
1535	Kalinjar			Yule
1536	Kalámúr			Yule
1537	Kamasal 	Conosalmi		Yule
1538	Kambala			Yule
1539	Kambalu 	Pe-king	Location	Murray
1540	Kamboja	Chinla		Yule
1541	Kambáyat 	Cambay		Yule
1542	Kampar			Yule
1543	Kamul 	Khamil,Hamil	Location	Murray,Yule
1544	Kamál Malik			Yule
1545	Kamárah			Yule
1546	Kanauj			Yule
1547	Kanbalu Island			Yule
1548	Kancháu 	Campichu		Yule
1549	Kandahár			Yule
1550	Kandy			Yule
1551	Kanerkes			Yule
1552	Kang-hi			Yule
1553	Kangigu		Location	Murray
1554	Kank			Yule
1555	Kanp’u	Ganpu		Yule
1556	Kansan			Yule
1557	Kansuh			Yule
1558	Kanát-ul-Shám 	Conosalmi		Yule
1559	Kao Hoshang			Yule
1560	Kao-yu 	Cayu		Yule
1561	Kao–Tsung			Yule
1562	Kapilavastu			Yule
1563	Kapukada			Yule
1564	Karakorum		Location	Murray,Yule
1565	Karamoran 	Hoang-ho	Location	Murray
1566	Karanút			Yule
1567	Karaunahs	Caraonas		Yule
1568	Karazan		Location	Murray
1569	Karaún Jidun			Yule
1570	Kardandan		Location	Murray
1571	Karens			Yule
1572	Karmathian			Yule
1573	Karnúl			Yule
1574	Karra-Mánikpúr			Yule
1575	Karrah			Yule
1576	Kartazonon			Yule
1577	Kará Hulun			Yule
1578	Kará Khoja			Yule
1579	Karájáng 	Carajan		Yule
1580	Karákhitaian Empire			Yule
1581	Karákásh 	black jade		Yule
1582	Karámúren	Caramoran		Yule
1583	Karáni	vulgo Cranny		Yule
1584	Kasaidi Arabs			Yule
1585	Kashan			Yule
1586	Kashmiris			Yule
1587	Kasia			Yule
1588	Kasyapa Buddha			Yule
1589	Kataghan			Yule
1590	Kataia		Location	Murray
1591	Katar pirates			Yule
1592	Katif			Yule
1593	Kattiawár			Yule
1594	Kaulam			Yule
1595	Kaulam–Malé			Yule
1596	Kauli	Cauly		Yule
1597	Kaunchi	Conchi		Yule
1598	Kavváyi			Yule
1599	Kayten			Yule
1600	Kazan			Yule
1601	Kazbek			Yule
1602	Kazvín	Casvin		Yule
1603	Kazáwinah			Yule
1604	Kaïkobad I. and III			Yule
1605	Keary			Yule
1606	Kehran			Yule
1607	Keiaz tribe			Yule
1608	Keibung 	Kaipingfu		Yule
1609	Kelinfu	Kienning-fu		Yule
1610	Kemenfu			Yule
1611	Kenjanfu 	Si-ngan fu		Yule
1612	Keraits			Yule
1613	Kerala			Yule
1614	Keria			Yule
1615	Keriza River			Yule
1616	Kermán			Yule
1617	Kerulen  valley			Yule
1618	Keshican	Keshikten		Yule
1619	Kesimur 	Cashmere	Location	Murray
1620	Kesmacoran	Kij Makrán		Yule
1621	Kesmacoran 	Mekran	Location	Murray
1622	Keuyung Kwan			Yule
1623	Khakán			Yule
1624	Khalif	Calif		Yule
1625	Khambavati	Cambay		Yule
1626	Khanabad 	Dogana		Yule
1627	Khanfu			Yule
1628	Khanikoff			Yule
1629	Khanoolla			Yule
1630	Khansâ			Yule
1631	Kharesem			Yule
1632	Khato-tribe			Yule
1633	Khavailu	Hwo-lu h’ien		Yule
1634	Khazars			Yule
1635	Khilak			Yule
1636	Khimka			Yule
1637	Khinsa			Yule
1638	Khitan			Yule
1639	Khmer			Yule
1640	Khodabanda			Yule
1641	Khojas			Yule
1642	Khorasan			Yule
1643	Khormuzda			Yule
1644	Khotan	Cotan		Yule
1645	Khoten		Location	Murray
1646	Khumbavati	Cambay		Yule
1647	Khumdán			Yule
1648	Khusrú			Yule
1649	Khutuktai Setzen			Yule
1650	Khwarizm			Yule
1651	Khán Bádshah of Khotan			Yule
1652	Khánbalík			Yule
1653	Khátún-gol			Yule
1654	Kia Tsing			Yule
1655	Kia-k’ing			Yule
1656	Kiacatu			Yule
1657	Kiahing	Ciangan		Yule
1658	Kiai — or Hiai-chau	Caichu		Yule
1659	Kiakhta			Yule
1660	Kiang			Yule
1661	Kiang-mai			Yule
1662	Kiang-su			Yule
1663	Kiang-suy	Kiang-shui		Yule
1664	Kiangka			Yule
1665	Kiangshan			Yule
1666	Kiangsi			Yule
1667	Kiangtheu			Yule
1668	Kiang–Ché			Yule
1669	Kiang–Hung			Yule
1670	Kiang–Tung			Yule
1671	Kiao-chi	Tungking		Yule
1672	Kiaproth			Murray
1673	Kichau Castle			Yule
1674	Kieh–Ch’a			Yule
1675	Kien-chau			Yule
1676	Kien-kwé			Yule
1677	Kien-lung			Yule
1678	Kien-ning fu	Kelinfu		Yule
1679	Kiepert			Yule
1680	Kiev		Location	Murray
1681	Kij–Makrán	Kesmacoran		Yule
1682	Kila’-i-Gabr			Yule
1683	Kilimanchi River			Yule
1684	Kiming shan Mountains			Yule
1685	Kin			Yule
1686	Kin-hwa fu			Yule
1687	Kin-sai	Quin-sai,Hang-tcheou-fou	Location	Murray
1688	Kin-sha Kiang			Yule
1689	Kincha			Yule
1690	King of the Abraiaman			Yule
1691	King-tê-chên			Yule
1692	Kings of Maabar			Yule
1693	Kingsmill			Yule
1694	Kinki			Yule
1695	Kinsay	King-szé		Yule
1696	Kinshan			Yule
1697	Kinto			Yule
1698	Kin–Chi			Yule
1699	Kipchak	Ponent		Yule
1700	Kirghiz		Organization	Murray,Yule
1701	Kirghiz Kazak			Yule
1702	Kiria			Yule
1703	Kirk			Yule
1704	Kis			Yule
1705	Kishik			Yule
1706	Kishm	Casem		Yule
1707	Kistna			Yule
1708	Kitubuka			Yule
1709	Kiu-chau			Yule
1710	Kiulan	Quilon		Yule
1711	Kizil Irmak			Yule
1712	Kizil River			Yule
1713	Kneeling oxen			Yule
1714	Ko-li-ki-sze			Yule
1715	Kobad			Yule
1716	Kobdo			Yule
1717	Kogatai		Person	Murray
1718	Koh–Banán	Cobinan		Yule
1719	Koi-gan-zu 	Hoai-ngan-fou	Location	Murray
1720	Koja	Coja		Yule
1721	Kokcha 			Yule
1722	Kolastri			Yule
1723	Kolkhoi of Ptolemy			Yule
1724	Kollam			Yule
1725	Koloman			Yule
1726	Kolyma			Yule
1727	Komár			Yule
1728	Kondachi			Yule
1729	Konkan			Yule
1730	Konár tree			Yule
1731	Koresh king			Yule
1732	Kosakio			Yule
1733	Kosseir			Yule
1734	Kotcheres			Yule
1735	Kotlogh			Yule
1736	Kotlogh Shah			Yule
1737	Kotou			Murray
1738	Kotrobah Island			Yule
1739	Kouyunjik			Yule
1740	Kozlov			Yule
1741	Ku-kwan			Yule
1742	Kuang-chou			Yule
1743	Kublai Khan		Person	Murray
1744	Kuché character			Yule
1745	Kuhistan			Yule
1746	Kukin-Tána			Yule
1747	Kukju	Genkju		Yule
1748	Kuku–Khotan	Blue Town		Yule
1749	Kulasaikera			Yule
1750	Kuláb			Yule
1751	Kulán			Yule
1752	Kumhari			Yule
1753	Kumiz			Yule
1754	Kummájar			Yule
1755	Kumár			Yule
1756	Kunduz			Yule
1757	Kunduz–Baghlán			Yule
1758	Kung-ki-cheng	Fei-ch’eng		Yule
1759	Kunguráts			Yule
1760	Kuniyah 	Conia		Yule
1761	Kunlun			Yule
1762	Kurd dynasty			Yule
1763	Kurdistan	Curdistan		Yule
1764	Kurds		Person	Murray,Yule
1765	Kuria Maria Islands			Yule
1766	Kuridai			Yule
1767	Kurmishi			Yule
1768	Kurshids of Lùristán			Yule
1769	Kus			Yule
1770	Kushluk			Yule
1771	Kutan			Yule
1772	Kutchluk Khan	Buddhist		Yule
1773	Kutuktemur			Yule
1774	Kutulun			Yule
1775	Kuwinji			Yule
1776	Kuyuk Khan		Person	Murray,Yule
1777	Kwa-chau	Caiju		Yule
1778	Kwan Hsien			Yule
1779	Kwansinfu			Yule
1780	Kwawa			Yule
1781	Kwei-chau	Cuiju		Yule
1782	Kwei-hwa-ch’eng			Yule
1783	Kweilei River			Yule
1784	Kyung-sang province			Yule
1785	Káfirs of Hindu Kush			Yule
1786	Káil			Yule
1787	Kálikút			Yule
1788	Káshgar	Cascar		Yule
1789	Káveri River			Yule
1790	Káveripattanam			Yule
1791	Káyal			Yule
1792	Káïn	Gháín		Yule
1793	Kúbenán	Cobinan		Yule
1794	Kúblái	Cublay		Yule
1795	Kúkachin			Yule
1796	Kúnbúrn Monastery			Yule
1797	Kúreh-i-Ardeshír	Kuwáshír		Yule
1798	K’ien-ch’ang			Yule
1799	K’ing-yüan	Ning-po		Yule
1800	Lac (Wallachia			Yule
1801	Ladies of Kinsay			Yule
1802	Ladies’ dresses in Badakhshan			Yule
1803	Lagong			Yule
1804	Lahore	Dalivar		Yule
1805	Lahsa			Yule
1806	Laias 	Aias	Location	Murray
1807	Lake			Yule
1808	Laknaoti			Yule
1809	Lakshamana Deva			Yule
1810	Lamas of Tibetan Buddhism			Yule
1811	Lambri			Yule
1812	Lan Ki Hien	Nan–Che-hien		Yule
1813	Lan-tsang kiang	Mekong		Yule
1814	Lances of Sago Palm			Yule
1815	Lanchang			Yule
1816	Land of Darkness			Yule
1817	Langdarma			Yule
1818	Langting Balghasun			Yule
1819	Languages used in Mongol Court and administration			Yule
1820	Lanja Bálús			Yule
1821	Lanka	Ceylon		Yule
1822	Lanner Falcons			Yule
1823	Lan–Ho			Yule
1824	Laos			Yule
1825	Lao–Kiun			Yule
1826	Lar		Location	Murray,Yule
1827	Latin version of Polo’s Book			Yule
1828	Latins			Yule
1829	Latsé			Yule
1830	Lauredano			Yule
1831	Lawek			Yule
1832	Laxities of marriage customs			Yule
1833	Layard			Yule
1834	Layas			Yule
1835	Le Strange			Yule
1836	Leather			Yule
1837	Leaves			Yule
1838	Lecomte on Chinese war vessels			Yule
1839	Lembeser			Yule
1840	Lenzin			Yule
1841	Leon I			Yule
1842	Leon II			Yule
1843	Leon III			Yule
1844	Leon VI			Yule
1845	Leopards			Yule
1846	Lepechin			Yule
1847	Leung Shan			Yule
1848	Levant			Yule
1849	Lew-sha			Yule
1850	Lewchew			Yule
1851	Lewis			Yule
1852	Lewis XI. and XII. (France)			Yule
1853	Leyes			Yule
1854	Lhása			Yule
1855	Li H’ien			Yule
1856	Li Yuan-hao			Yule
1857	Li-kiang fu			Yule
1858	Liampo	Ningpo		Yule
1859	Liang			Yule
1860	Liang-chau in Kansuh			Yule
1861	Liao dynasty			Yule
1862	Liao-tong			Yule
1863	Libanos			Yule
1864	Licinius			Yule
1865	Lidé	Liti		Yule
1866	Lieuli Ho			Yule
1867	Lign-aloes 			Yule
1868	Ligor			Yule
1869	Lin-gui		Location	Murray
1870	Lin-ngan	Hang-chau		Yule
1871	Lin-ngan in Yun-nan			Yule
1872	Lin-t’sing chau			Yule
1873	Lindley			Yule
1874	Lindsay			Yule
1875	Linju			Yule
1876	Lintching-y			Yule
1877	Lion and Sun			Yule
1878	Lions			Murray,Yule
1879	Lion’s Head Tablets			Yule
1880	Lisbon			Yule
1881	Lissu			Yule
1882	Litai			Yule
1883	Litan 		Person	Murray
1884	Lithang			Yule
1885	Little Orphan Rock			Yule
1886	Litán			Yule
1887	Liu Pang			Yule
1888	Liu Pei	Luo Pé		Yule
1889	Livres of gold			Yule
1890	Lo			Yule
1891	Lob			Yule
1892	Locac			Yule
1893	Lochac 	Camaboia	Location	Murray
1894	Lockhart			Yule
1895	Lolo tribes			Yule
1896	Longevity of Brahmins and Jogis			Yule
1897	Longfellow			Yule
1898	Lop		Location	Murray,Yule
1899	Lophaburi			Yule
1900	Loping			Yule
1901	Lor			Yule
1902	Lord			Yule
1903	Louis		Person	Murray
1904	Loups cerviers 			Yule
1905	Low castes			Yule
1906	Lowatong River			Yule
1907	Loyang			Yule
1908	Lu-tzu tribe			Yule
1909	Lubbies			Yule
1910	Lubán			Yule
1911	Lubán-Jáwi			Yule
1912	Lubán-Shehri			Yule
1913	Lucky and unlucky hours and days			Yule
1914	Luddur Deo			Yule
1915	Luh-ho-ta Pagoda			Yule
1916	Lukon–Kiao	Hun-ho		Yule
1917	Lukyn Port			Yule
1918	Lung-yin			Yule
1919	Lusignan			Yule
1920	Lynxes			Yule
1921	Lájwurd mines			Yule
1922	Löss			Yule
1923	Lúristan	Lor		Yule
1924	Lút			Yule
1925	Ma Twan-lin			Yule
1926	Ma-t’eu	Matu		Yule
1927	Maabar		Location	Murray
1928	Maaden			Yule
1929	Maatum			Yule
1930	Macartney’s Map			Yule
1931	Macgregor			Yule
1932	Maclagan			Yule
1933	Madagascar		Location	Murray,Yule
1934	Madar–Des			Yule
1935	Madjgars			Yule
1936	Madras			Yule
1937	Madura			Yule
1938	Maestro			Yule
1939	Magadha			Yule
1940	Magadoxo			Yule
1941	Magapatana			Yule
1942	Magi			Yule
1943	Magic			Yule
1944	Magical darkness 			Yule
1945	Magnet			Yule
1946	Magyars			Yule
1947	Mahar Amlàk			Yule
1948	Mahavan			Yule
1949	Mahmudiah Canal			Yule
1950	Mahmúd Kalháti			Yule
1951	Mahmúd of Ghazni			Yule
1952	Mahomed	Mahommet		Yule
1953	Mahomedan revolts in China			Yule
1954	Mahomedans	Saracens		Yule
1955	Mailapúr			Yule
1956	Mailla's translation of the Chinese History			Murray
1957	Maiman			Yule
1958	Maitreya Buddha			Yule
1959	Majapahit			Yule
1960	Majar	Menjar		Yule
1961	Major			Yule
1962	Makdashan			Yule
1963	Malabar			Yule
1964	Malacca			Murray,Yule
1965	Malaiur			Yule
1966	Malasgird			Yule
1967	Malay Peninsula			Yule
1968	Malayo			Yule
1969	Malcolm			Yule
1970	Maldive Islands			Yule
1971	Male and Female		Location	Murray
1972	Male and Female Islands			Yule
1973	Malifattan			Yule
1974	Malik al Dháhir			Yule
1975	Malli			Yule
1976	Malpiero			Yule
1977	Malte–Brun			Yule
1978	Malwa			Yule
1979	Malé in Burma			Yule
1980	Mal–Amir			Yule
1981	Mamaseni			Yule
1982	Mamre			Yule
1983	Man			Yule
1984	Manchu dynasty			Yule
1985	Mancopa			Yule
1986	Mandalé in Burma			Yule
1987	Mandarin language			Yule
1988	Mangalai			Yule
1989	Mangalore			Yule
1990	Mangalu		Person	Murray
1991	Mangla and Nebila Islands			Yule
1992	Mangonels made by Polos for attack of Saianfu			Yule
1993	Mangou		Person	Murray
1994	Mangu	Mangkú		Yule
1995	Mangu–Temur 	Mungultemur		Yule
1996	Manji		Location	Murray,Yule
1997	Manjushri			Yule
1998	Manjáník	Manjaniki		Yule
1999	Manphul			Yule
2000	Mansur Shah			Yule
2001	Mantzé			Yule
2002	Manuel			Yule
2003	Manufactures			Yule
2004	Manuscripts of Polo’s Book			Yule
2005	Manzi	Facfur		Yule
2006	Map			Yule
2007	Mapillas			Yule
2008	Maps			Yule
2009	Mar Sarghis			Yule
2010	Marabia			Yule
2011	Marah Silu			Yule
2012	Marash			Yule
2013	Maratha			Yule
2014	Mardin	Merdin		Yule
2015	Mare’s milk			Yule
2016	Margaritone			Yule
2017	Marignolli			Yule
2018	Market days			Yule
2019	Markets in Kinsay			Yule
2020	Marks of Silver			Yule
2021	Marriage customs in Khotan			Yule
2022	Marsden		Person	Murray
2023	Marsden’s edition of Polo			Yule
2024	Martin			Yule
2025	Martini		Person	Murray,Yule
2026	Martyrs			Yule
2027	Mashhad	Meshed		Yule
2028	Mashiz			Yule
2029	Maskat			Yule
2030	Mastiff Dogs			Yule
2031	Mastiffs of Tibet			Yule
2032	Mastodon			Yule
2033	Masulipatam		Location	Murray,Yule
2034	Mas’ud II			Yule
2035	Mas’udi			Yule
2036	Matchlocks			Yule
2037	Mati Dhivaja			Yule
2038	Matityna	Martinique		Yule
2039	Matitánana			Yule
2040	Maundevile			Yule
2041	Maung Maorong			Yule
2042	Mauro			Yule
2043	Mausul	Mosul		Yule
2044	Mausul 			Yule
2045	Mayers			Yule
2046	Mayhew			Yule
2047	Mazandéran			Yule
2048	Ma’bar	Maabar		Yule
2049	Medressehs at Sivas			Yule
2050	Mekhitar			Yule
2051	Mekong River 	Lan-tsang kiang		Yule
2052	Mekrán			Yule
2053	Mekránis			Yule
2054	Melchior			Yule
2055	Melibar			Yule
2056	Melibar 	Malabar	Location	Murray
2057	Melic			Yule
2058	Melons			Yule
2059	Menangkabau			Yule
2060	Mendoza			Yule
2061	Menezes			Yule
2062	Mengki			Yule
2063	Menjar 	Májar		Yule
2064	Menuvair and Grosvair			Yule
2065	Merghuz Boirúk Khan			Yule
2066	Merkit 	Mecrit		Yule
2067	Meshid	Mashhad		Yule
2068	Messengers			Yule
2069	Mexico			Yule
2070	Meyer			Yule
2071	Miafarakain			Yule
2072	Miau-tzu			Yule
2073	Mien		Location	Murray,Yule
2074	Mikado			Yule
2075	Military engines of the Middle Ages			Yule
2076	Milk			Yule
2077	Million			Yule
2078	Millione			Yule
2079	Millioni			Yule
2080	Milne			Yule
2081	Min River 			Yule
2082	Minao district			Yule
2083	Mines and Minerals			Yule
2084	Minever			Yule
2085	Ming			Yule
2086	Ming-ti			Yule
2087	Mingan			Yule
2088	Minján			Yule
2089	Minotto			Yule
2090	Mint			Yule
2091	Mintsing-hien			Yule
2092	Mious River			Yule
2093	Miracle Stories			Yule
2094	Mirkhond			Yule
2095	Mirobolans			Yule
2096	Missionary Friars			Yule
2097	Moa of New Zealand			Yule
2098	Modhafferians			Yule
2099	Modun Khotan			Yule
2100	Moghistan			Yule
2101	Mohammed			Yule
2102	Mohammerah			Yule
2103	Mohiuddin			Yule
2104	Mokli			Yule
2105	Molayu			Yule
2106	Molebar			Yule
2107	Molephatan			Yule
2108	Molière			Yule
2109	Moluccas			Yule
2110	Mombasa			Yule
2111	Momein			Yule
