	Entity Name	Alternative Name	Tag	Reference
864	Dehánah		Location	Yule
865	Delhi		Location	Yule
866	Demoiselle Crane		No	Yule
867	Deogir		No	Yule
868	Derbend		No	Yule
869	Deserts		No	Yule
870	Deserts of Kerman or of Lút		Location	Yule
871	Desgodins		No	Yule
872	Despina Khatun		No	Yule
873	Devadási		No	Yule
874	Devapattan		No	Yule
875	Devil trees		No	Yule
876	Devil-dancing		No	Yule
877	Devils		No	Yule
878	Devéria		No	Yule
879	Dhafar	Dofar	No	Yule
880	Dhúlkarnain		No	Yule
881	Dialects		No	Yule
882	Diamonds in India		No	Yule
883	Diláwar		No	Yule
884	Dimitri II		Person	Yule
885	Dinh Tiên-hwàng		Person	Yule
886	Dinár of Red Gold		No	Yule
887	Diocletian		No	Yule
888	Dir		Location	Yule
889	Dirakht-i-Fazl		No	Yule
890	Dirakht-i-Kush		No	Yule
891	DirhemKub		No	Yule
892	Diráwal		Location	Yule
893	Dish of Sakya or of Adam		No	Yule
894	Diu 		Location	Yule
895	DiulSind		No	Yule
896	Divination by twigs or arrows		No	Yule
897	Dixan		No	Yule
898	Dizabulus		No	Yule
899	Dizful River		lo0	Yule
900	Djaya		No	Yule
901	Doctors at Kinsay		No	Yule
902	Dofar		No	Yule
903	Dog-headed races		No	Yule
904	Dog-sledging in Far North		No	Yule
905	Dogana		No	Yule
906	Doghábah River		Location	Yule
907	Dogs			Murray,Yule
908	Dolfino		No	Yule
909	Dolonnúr		No	Yule
910	Dominican friars			Murray
911	Dominicans		No	Yule
912	Dor		Person	Murray
913	Dorah Pass		No	Yule
914	Doria		No	Yule
915	Dorjé		No	Yule
916	Douglas		No	Yule
917	Doyley		No	Yule
918	Dragoian	Ta-hua-Mien	Location	Yule
919	Drawers		No	Yule
920	Dreams		No	Yule
921	Drums		No	Yule
922	Du Bose		No	Yule
923	Du Halde's estimate of the revenues of China			Murray
924	Dua Khan		Person	Yule
925	Ducat		No	Yule
926	Dudley		No	Yule
927	Duel		No	Yule
928	Dufar	Dofar	Location	Murray
929	Dufour		No	Yule
930	Duhalde		No	Yule
931	Dukuz Khatun		No	Yule
932	Dulcarnon	Zulkarnain	No	Yule
933	Dulites		No	Yule
934	Dumas		No	Yule
935	Dumb trade		No	Yule
936	Duncan		No	Yule
937	Duplicates in geography		No	Yule
938	Durga Temple		No	Yule
939	Dursamand		No	Yule
940	Dust-storms		No	Yule
941	Duties		No	Yule
942	Dutthagamini		Person	Yule
943	Dwara Samudra		No	Yule
944	Dzegun-tala		No	Yule
945	Dzungaria		No	Yule
946	DAlboquerque		No	Yule
947	DAnghieria		No	Yule
948	DAnvilles Map		No	Yule
949	DAvezac		No	Yule
950	DEly		No	Yule
951	DEvreux		No	Yule
952	DOrléans		Person	Yule
953	Dárápur		No	Yule
954	Dínár		No	Yule
955	Dürers Map of Venice		No	Yule
956	Eagle mark on shoulder of Georgian kings		No	Yule
957	Eagle-wood		No	Yule
958	Eagles		No	Yule
959	Earth honoured		No	Yule
960	East		No	Yule
961	Ebony 		No	Yule
962	Edkins		No	Yule
963	Edward I		No	Yule
964	Edward II		No	Yule
965	Effeminacy		No	Yule
966	Eggs of Ruc and Aepyornis		No	Yule
968	Egrigaia 	Ninghia	Location	Murray,Yule
969	Eighurs		Location	Murray
970	Ela	cardamom	No	Yule
971	Elchidai		No	Yule
972	Elenovka		No	Yule
973	Elephantiasis		No	Yule
974	Elephants			Murray,Yule
975	Eli	Dely	Location	Murray,Yule
976	Elias		No	Yule
977	Elixir vitae of the Jogis		No	Yule
978	Elliot		No	Yule
979	Emad		No	Yule
980	Embroidery of silk at Kerman		No	Yule
981	Empoli		No	Yule
982	Enchanters		No	Yule
983	Enchantments		No	Yule
984	Engano Island		No	Yule
985	Engineering feat		No	Yule
986	Engineers		No	Yule
987	England		Location	Yule
988	English trade and character in Asia		No	Yule
989	Enlightenment		No	Yule
990	Erculin		No	Yule
991	Erdeni Tso	Erdenidsu	No	Yule
992	Eremites 	Rishis	No	Yule
993	Erginul		Location	Murray
994	Erguiul		Location	Yule
995	Erivan		No	Yule
996	Ermine		No	Yule
997	Erzinjan		Location	Yule
998	Erzrum	Arziron	No	Yule
999	Escier 	Shaher	Location	Murray
1000	Esher	Shehr	Location	Yule
1001	Essentemur	Isentimur	Person	Yule
1002	Etchmiadzin Monastery		No	Yule
1003	Ethiopia and India		No	Yule
1004	Ethiopian sheep		No	Yule
1005	Etiquette of the Mongol Court		No	Yule
1006	Etymologies		No	Yule
1007	Etzina		No	Yule
1008	Eunuchs		No	Yule
1009	Euphrates		Location	Murray,Yule
1010	Europeans			Murray
1011	Euxine		Location	Yule
1012	Evelyns /Diary/		No	Yule
1013	Execution of Princes of the Blood		No	Yule
1014	Eyircayá		No	Yule
1015	Ezina		Location	Murray
1016	Facen		No	Yule
1018	Faghfur	Facfur	Person	Murray,Yule
1019	Faizabad in Badakhshan		No	Yule
1020	Fakanúr		No	Yule
1021	Fakata		No	Yule
1022	Fakhruddin Ahmad		Person	Yule
1023	Falconers		No	Yule
1024	Falconry in China			Murray
1025	Falcons		No	Yule
1026	Famine		No	Yule
1027	Fan Wen-hu		No	Yule
1028	Fan-ching		No	Yule
1029	Fanchan Lake		Location	Yule
1030	Fandaraina		No	Yule
1031	Fansur		Location	Yule
1032	Fansuri camphor		No	Yule
1033	Fariab		No	Yule
1034	Faro of Constantinople		No	Yule
1035	Farriers		No	Yule
1036	Fars		No	Yule
1037	Fashiyah		No	Yule
1038	Fassa		No	Yule
1039	Fasting days		No	Yule
1040	Fattan		No	Yule
1041	Fatten		No	Yule
1042	Fausto		No	Yule
1043	Fazl		No	Yule
1044	Feili		No	Yule
1045	Female attendants on Chinese Emperors		No	Yule
1046	Ferlec		Location	Yule
1047	Fernandez		No	Yule
1048	Ferrier		No	Yule
1049	Festivals			Murray,Yule
1050	Fiag		Location	Yule
1051	Filial Piety in China		No	Yule
1052	Filippi		No	Yule
1053	Finn		No	Yule
1054	Fiordelisa		Person	Yule
1055	Firando Island		Location	Yule
1056	Firdús		Location	Yule
1057	Firdúsí		No	Yule
1058	Fire		No	Yule
1059	Fire worshippers (Guebres) in Persia		Person	Murray
1060	Fire-Pao		No	Yule
1061	Fire-baptism		No	Yule
1062	Fire-worship		No	Yule
1063	Firishta		No	Yule
1064	Fish miracle in Georgia		No	Yule
1065	Fish-oil		No	Yule
1066	Florin		No	Yule
1067	Flour	Sago	No	Yule
1068	Flückiger		No	Yule
1069	Fo-kien		Location	Murray,Yule
1070	Fog		No	Yule
1071	Folin 	Byzantine Empire	No	Yule
1072	Fondaco		No	Yule
1073	Foot-mark on Adams Peak		No	Yule
1074	Foot-posts in Cathay		No	Yule
1075	Forg		No	Yule
1076	Formosa		Location	Yule
1077	Forsyth		No	Yule
1078	Fortune		No	Yule
1079	Foundlings		No	Yule
1080	Four-horned sheep		No	Yule
1081	Fowls with hair		No	Yule
1082	Foxes		No	Yule
1083	Fozlán		No	Yule
1084	Fracastoro		No	Yule
1085	Frampton		Person	Murray
1086	Franciscan converts		No	Yule
1087	Francolin (darráj of the Persians		No	Yule
1088	Frankincense		No	Yule
1089	Frederic II		Person	Yule
1090	French		No	Yule
1091	French Expedition up the Kamboja River		No	Yule
1092	French Geographical Society			Murray
1093	French mission and missionaries in China		No	Yule
1094	Frenchmen		No	Yule
1095	Frere		No	Yule
1096	Froissart		No	Yule
1097	Fu-chau	Fo-kien	Location	Yule
1098	Fu-gui	Concha	Location	Murray
1099	Fuen ho 	Fen ho	Location	Yule
1100	Funeral rites		No	Yule
1101	Fungul		Location	Yule
1102	Furs		No	Yule
1103	Fusang		Location	Yule
1104	Fuyang		Location	Yule
1105	Fuzo		No	Yule
1106	Gabala		No	Yule
1107	Gagry		No	Yule
1108	Gaisue		No	Yule
1109	Galingale		No	Yule
1110	Galletti		No	Yule
1111	Galley-slaves not usual in Middle Ages		No	Yule
1112	Galleys of the Middle Ages		No	Yule
1113	Gambling		No	Yule
1114	Game		No	Yule
1115	Game Laws		No	Yule
1116	Gan-fu 	Ning-po	Location	Murray
1117	Gan-pu		No	Yule
1118	Ganapati Kings		No	Yule
1119	Gandar		Person	Yule
1120	Gandhára		No	Yule
1121	Ganfu		lo0	Yule
1122	Ganja		No	Yule
1123	Gantanpouhoa		Person	Yule
1124	Gantûr		No	Yule
1125	Gardenia		No	Yule
1126	Gardner		No	Yule
1127	Garmsir		No	Yule
1128	Garnier		No	Yule
1129	Garrisons		No	Yule
1130	Gat-pauls		No	Yule
1131	Gate of Iron		No	Yule
1132	Gates		No	Yule
1133	Gauenispola 		Location	Yule
1134	Gaui	Pariahs of Southern India		Murray
1135	Gaur		No	Yule
1136	Gauristan		No	Yule
1137	Gavraz villages		No	Yule
1138	Gazaria		No	Yule
1139	Gedrosi		No	Yule
1140	Gelath in Imeretia		No	Yule
1141	Genealogy of Polos		No	Yule
1142	Gengis		Person	Murray
1143	Genoa		Location	Yule
1144	Genoese		No	Yule
1145	Gentile Plural names converted into local singulars		No	Yule
1146	Geo-gui	Gin-gui,Tso-tcheou	Location	Murray
1147	Geographical Society of Paris			Murray
1148	Geographical Text of Polos Book constantly quoted		No	Yule
1149	George	Jirjis	Person	Yule
1150	Georgia		Location	Murray,Yule
1151	Gerfalcons	Shonkár	No	Yule
1152	Gerini		No	Yule
1153	German Follower of the Polos		No	Yule
1154	Ghaissuddin Balban 	Asedin Soldan	Person	Yule
1155	Ghel		Location	Yule
1156	Ghellé	Gílí	No	Yule
1157	Ghes		No	Yule
1158	Ghiuju		No	Yule
1159	Ghiyas ed-din		Person	Yule
1160	Ghori		Location	Yule
1161	Gháran 		Person	Yule
1163	Ghúr		No	Yule
1164	Giglioli		Person	Yule
1165	Gilgit		No	Yule
1166	Gill		Location	Yule
1167	Ginao		No	Yule
1168	Gindanes of Herodotus		No	Yule
1169	Ginger		No	Yule
1170	Ginghintalas 	Barkoul	Location	Murray
1171	Giraffes		No	Yule
1172	Girardo		No	Yule
1173	Girdkuh		No	Yule
1174	Girls		No	Yule
1175	Gittarchan		No	Yule
1176	Glaza	Ayas	No	Yule
1177	Gleemen and jugglers		No	Yule
1178	Goa		Location	Yule
1179	Gobernador		No	Yule
1180	Gog and Magog	Ung and Mungul	No	Yule
1181	Gogo		No	Yule
1182	Golconda		Location	Murray
1183	Golconda diamond mines		No	Yule
1184	Gold		No	Yule
1185	Gold and silver towers of Mien		No	Yule
1186	Gold dust in Tibet		No	Yule
1187	Golden King and Prester John		No	Yule
1188	Gomispola		No	Yule
1189	Gomushtapah		No	Yule
1190	Gomuti palm		No	Yule
1191	Gondophares		Person	Yule
1192	Gordons Ever Victorious Army		No	Yule
1193	Gordun Sháh		No	Yule
1194	Goriosan		No	Yule
1195	Goshawks		No	Yule
1196	Gothia	Crimean	No	Yule
1197	Govy		No	Yule
1198	Goza		No	Yule
1200	Goës		No	Yule
1201	Goître at Yarkand		No	Yule
1202	Grail		No	Yule
1203	Granaries		No	Yule
1204	Grapes in Shan-si		No	Yule
1205	Grass-cloths		No	Yule
1206	Grasso		No	Yule
1207	Great		No	Yule
1208	Great Bear	Meistre	No	Yule
1209	Great wall of China		Location	Murray
1210	Greece		No	Yule
1211	Greek fire		No	Yule
1212	Greeks		No	Yule
1213	Green		No	Yule
1214	Gregorieff		Person	Yule
1215	Gregory X		Person	Yule
1216	Gregory X.		Person	Murray
1217	Grenard		No	Yule
1218	Grioni		No	Yule
1219	Groat		No	Yule
1220	Groot		No	Yule
1221	Grote		No	Yule
1222	Grueber and Dorville		No	Yule
1223	Gryphon		No	Yule
1224	Guasmul	Basmul	No	Yule
1225	Guchluk		No	Yule
1226	Gudar 		No	Yule
1227	Gudran		No	Yule
1228	Guebers		No	Yule
1229	Guilds of craftsmen at Kinsay		No	Yule
1230	Guinea-fowl		No	Yule
1231	Guions		No	Yule
1232	Gujáh		Person	Yule
1233	GumishKhának		No	Yule
1234	Gunpowder		No	Yule
1235	Gurgan		Person	Yule
1236	GurKhan of Karacathay		No	Yule
1237	Gutturals		No	Yule
1238	Guzerat	Gozurat	Location	Murray,Yule
1239	Gíl		Location	Yule
1240	Göring		No	Yule
1241	Haast		No	Yule
1242	Habsh	Abash	Location	Yule
1243	Habíb-ullah of Khotan		No	Yule
1244	Hadhramaut 	Sessania Adrumetorum	No	Yule
1245	Hadiah		No	Yule
1246	Haffer		No	Yule
1247	Hai-nan		Location	Yule
1248	Hairy men in Sumatra		No	Yule
1249	Hajji Mahomed		No	Yule
1250	Hakeddin		No	Yule
1251	Half-breeds		Person	Yule
1252	Hamd Allah Mastaufi		No	Yule
1253	Hamilton		No	Yule
1254	HammerPurgstall on Marco Polo		No	Yule
1255	Hamza Pantsúri		No	Yule
1256	Hamza of Ispahan		No	Yule
1257	Hamúm Arabs		No	Yule
1258	Han Yu		No	Yule
1259	Han dynasty		No	Yule
1260	Han-chung	Cuncun	No	Yule
1261	Han-kau		No	Yule
1262	Hanbury		No	Yule
1263	Hang-chau fu		Location	Yule
1264	Hanjam		No	Yule
1265	Hansi		No	Yule
1266	Harhaura		No	Yule
1267	Harlez		No	Yule
1268	Harran		No	Yule
1269	Harshadeva		Person	Yule
1270	Harsuddi		No	Yule
1271	Haru		No	Yule
1272	Hashíshín		No	Yule
1273	Hasik		No	Yule
1274	Hassan		Person	Yule
1275	Hassán Kalá		No	Yule
1276	Hastings		No	Yule
1277	Hatan		No	Yule
1278	Haunted deserts		No	Yule
1279	Havret		No	Yule
1280	Hawks		No	Yule
1281	Hayton I.	Hethum	Person	Yule
1282	Hazbana		Person	Yule
1283	Hazáras		Location	Yule
1284	He-lung Kiang		No	Yule
1285	Heat		No	Yule
1286	Heaven		Location	Yule
1287	Hedin		No	Yule
1288	Hei-shui	Mongol Etsina)	Location	Yule
1289	Heibak		No	Yule
1290	Height		No	Yule
1291	Heikel		No	Yule
1292	Hel		No	Yule
1293	Helena		Person	Yule
1294	Helli		No	Yule
1295	Hemp of Kwei-chau		No	Yule
1296	Henry II		Person	Yule
1297	Henry III		Person	Yule
1298	Heraclius		No	Yule
1299	Herat		No	Yule
1300	Hereditary trades		No	Yule
1301	Hereford		No	Yule
1302	Hermenia		Location	Yule
1303	Hermits of Kashmir		No	Yule
1304	Herodotus		No	Yule
1305	Hethum		Location	Yule
1306	Hiai 	Kiai-chau,Caichu	No	Yule
1307	Hides		No	Yule
1308	Hili		Location	Yule
1309	Hill-people of Fo-kien		No	Yule
1310	Hinaur		No	Yule
1311	Hind		No	Yule
1312	Hindu character		No	Yule
1313	Hindus		No	Yule
1314	Hing-hwa		No	Yule
1315	Hippopotamus teeth		No	Yule
1316	Hips		No	Yule
1317	Hirth		No	Yule
1318	HiuanTsung		Person	Yule
1319	Hiuen Tsang		Person	Yule
1320	Ho-nhi		No	Yule
1321	Hoang-ho		Location	Murray
1322	Hochau		Location	Yule
1323	Hochung-fu	Cachanfu	Location	Yule
1324	Hodgson		No	Yule
1325	Hoernle		No	Yule
1326	Hojos		No	Yule
1327	Hokien-fu	Cacanfu	No	Yule
1328	Hokow		No	Yule
1329	Holcombe		Location	Yule
1330	Hollingworth		No	Yule
1331	Holy Sepulchre		No	Yule
1332	Homeritae		No	Yule
1333	Homi-cheu		No	Yule
1334	Hondius map		No	Yule
1335	Hooker		No	Yule
1336	Hoolaku		Person	Murray
1337	Horiad	Oirad	No	Yule
1338	Hormuz	Hormos	Location	Yule
1339	Hormuzdia		No	Yule
1340	Horns of Ovis Poli		No	Yule
1341	Horoscopes		No	Yule
1342	Horsburgh		Person	Murray
1343	Horse-posts and Post-houses		No	Yule
1344	Horse-stealing		No	Yule
1345	Horses		No	Yule
1346	Hosie		No	Yule
1347	Hospitals		No	Yule
1348	Hostelries		No	Yule
1349	Hot springs in Armenia		No	Yule
1350	Hounds		No	Yule
1351	Hours		No	Yule
1352	Hsi Hsia dynasty		No	Yule
1353	Hu-chau fu	Vuju	No	Yule
1354	Hui-hui		No	Yule
1355	Hukaji 	Hogáchi	Person	Yule
1356	Hukwan-hien		No	Yule
1357	Hullukluk		Location	Yule
1358	Human fat		No	Yule
1359	Humboldt		No	Yule
1360	Humáyún		Person	Yule
1361	Hun-ho	Sanghin 	Location	Yule
1362	Hundred Eyes		No	Yule
1363	Hung Hao		Person	Yule
1364	Hungary		Location	Yule
1365	Huns invade Europe			Murray
1366	Hunting equipment and Expedition		No	Yule
1367	Hunáwar	Onore	No	Yule
1368	Hutton		No	Yule
1369	Hwa-chau		No	Yule
1370	Hwai River		Location	Yule
1371	Hwai-lu		No	Yule
1372	Hwai-ngan-fu	Coiganju	No	Yule
1373	Hwan-ho		No	Yule
1374	Hwang-ho	Yellow River	Location	Yule
1375	Hyena		No	Yule
1376	Hyrcania		No	Yule
1378	Iabadiu		No	Yule
1379	Ibn Batuta 		Person	Yule
1380	Ibn Fozlán		No	Yule
1381	Ibn-al-Furát		No	Yule
1382	Ichin-hien		No	Yule
1383	Ichthyophagous cattle and people		No	Yule
1384	Icon Amlac		Person	Yule
1385	Iconium		Location	Murray,Yule
1386	Idolatry (Buddhism) and Idolaters		No	Yule
1387	Idols		No	Yule
1388	Ieu		No	Yule
1389	Ifat		No	Yule
1390	Ig		No	Yule
1391	Igba Zion		Person	Yule
1392	Ilchi		Location	Yule
1393	Ilchigadai Khan		Person	Yule
1394	Ilija		No	Yule
1395	Ilkhan		No	Yule
1396	Ilyáts		No	Yule
1397	Im Thurn		No	Yule
1398	Imáms of the Ismailites		No	Yule
1399	Incense		No	Yule
1400	India		Location	Yule
	India the Greater		Location	Yule
	India the Lesser		Location	Yule
	India the Middle		Location	Yule
1401	Indian drugs to prolong life		No	Yule
1402	Indies		No	Yule
1403	Indifference		No	Yule
1404	Indigo		No	Yule
1405	IndoChina		No	Yule
1406	Indragiri 		Location	Yule
1407	Infants		No	Yule
1408	Ingushes of Caucasus		No	Yule
1409	Innocent IV		No	Yule
1410	Innocent IV.		Person	Murray
1411	Inscription		No	Yule
1412	Insult		No	Yule
1413	Intramural interment prohibited		No	Yule
1414	Invulnerability		No	Yule
1415	Irghai		No	Yule
1416	Irish		No	Yule
1417	Iron		No	Yule
1418	Iron Gate	Derbend Pass	Location	Yule
1419	Irtish		lo0	Yule
1420	Isaac		Person	Yule
1421	Isabel		Person	Yule
1422	Isabeni		No	Yule
1423	Isentemur	Sentemur	Person	Yule
1424	Ish		No	Yule
1425	Ish-Káshm		No	Yule
1426	Iskandar		No	Yule
1427	Islands		No	Yule
1428	Islands of the Oriental Archipelago		Location	Murray
1429	Isle dOrleans		No	Yule
1430	Isle of Rubies	Ceylon	No	Yule
1431	Ismailites		No	Yule
1432	Ismalies	Assassins	Person	Murray
1433	Ismaïl		No	Yule
1434	Ispahan 	Istanit	No	Yule
1435	Israel in China		No	Yule
1436	Iteration		No	Yule
1437	Ivongo		No	Yule
1438	Ivory trade		No	Yule
1439	Izzuddin Muzaffar		Person	Yule
1440	Itsing		No	Yule
1441	Jacinth		No	Yule
1442	Jacobite Christians		No	Yule
1443	Jacobs		No	Yule
1444	Jade stone (jasper) of Khotan		No	Yule
1445	Jaeschke		No	Yule
1446	Jaffa		No	Yule
1447	Jaipál		No	Yule
1448	Jaláluddín of Khwarizm		No	Yule
1449	Jamaluddin		Person	Yule
1450	Jambi River		Location	Yule
1451	James of Aragon		Person	Yule
1452	Jamáluddín-al-Thaibi		Person	Yule
1453	Jamúi Khátún		Person	Yule
1454	Jangama sect		No	Yule
1455	Janibeg		Person	Yule
1456	Japan		Location	Murray,Yule
1457	Japanese paper-money		No	Yule
1458	Jaroslawl		No	Yule
1459	Jaspar 	Gaspar	Person	Yule
1460	Jasper and chalcedony		No	Yule
1461	Jatolic		No	Yule
1462	Jauchau		No	Yule
1463	Java		Location	Murray,Yule
	Java the Great		Location	Murray,Yule
	Java the Less		Location	Murray,Yule
	Java the Greater		Location	Murray,Yule
	Java the Lesser		Location	Murray,Yule
1464	Jawa		No	Yule
1465	JayaSinhavarman II		Person	Yule
1466	Jazirah		No	Yule
1467	Jaúzgún		Person	Yule
1468	Jehangír	Jehan	Person	Yule
1469	Jenkinson		No	Yule
1470	Jerusalem		Location	Yule
1471	Jerún 	Zarun	Location	Yule
1472	Jesuit maps		No	Yule
1473	Jesujabus		No	Yule
1474	Jews		No	Yule
1475	Jibal		No	Yule
1476	Jibal-ul-Thabúl		No	Yule
1477	Jiruft		No	Yule
1478	Jogis	Chughi	No	Yule
1479	John XXII		Person	Yule
1480	Johnson		Person	Yule
1481	Johnston		No	Yule
1482	Johore		Person	Yule
1483	Jomard			Murray
1484	Jon	Jihon	Location	Yule
1485	Jor-fattan	Baliapatan	No	Yule
1486	Jordanus		No	Yule
1487	Josephus		No	Yule
1488	Jubb		No	Yule
1489	Judi		No	Yule
1490	Jugglers		No	Yule
1491	Juggling extraordinary		No	Yule
1492	Juji		Person	Yule
1493	Juju	Cho-chau	No	Yule
1494	Julman		No	Yule
1495	Junghuhn		No	Yule
1496	Junks		No	Yule
1497	Jupár		No	Yule
1498	Justice		No	Yule
1499	Justinian		Person	Yule
1500	Juzgána		Location	Yule
1501	Juzgána 	Dogana	Location	Yule
1502	Jájnagar		No	Yule
1503	Jámisfulah	Gauenispola	No	Yule
1504	Kaan		Person	Yule
1505	Kaans		No	Yule
1506	Kabul		Location	Yule
1507	Kadapah		No	Yule
1508	Kafchi-kúe		No	Yule
1509	Kahn-i-Panchur		No	Yule
1510	Kaidu		Person	Murray
1511	Kaidu Khan	Caidu Khan	Person	Yule
1512	Kaifung-fu		Location	Yule
1513	Kaikhosru I. and III		No	Yule
1514	Kaikhátu	Kiacatu	Person	Yule
1515	Kaikus		No	Yule
1516	Kain-du		Location	Murray
1517	Kaipingfu 	Keibung	Location	Yule
1518	Kairat-ul-Arab		No	Yule
1519	Kais		No	Yule
1520	Kaisaríya	Caesaraea	No	Yule
1521	Kajjala		Person	Yule
1522	Kakateya		No	Yule
1523	Kakhyens		No	Yule
1524	Kakula		No	Yule
1525	Kalajan	Calachan	No	Yule
1526	Kalantan		No	Yule
1527	Kala Atishparastan	Cala Ataperistan	No	Yule
1528	Kala Safed		No	Yule
1529	Kalchi		No	Yule
1530	Kales Devar		Person	Yule
1531	Kalgan		Location	Yule
1532	Kalhát 	Kalhátú	Location	Yule
1533	Kalidása		No	Yule
1534	Kalinga		No	Yule
1535	Kalinjar		No	Yule
1536	Kalámúr		No	Yule
1537	Kamasal 	Conosalmi	No	Yule
1538	Kambala		Person	Yule
1539	Kambalu 	Pe-king	Location	Murray
1540	Kamboja	Chinla	No	Yule
1541	Kambáyat 	Cambay	Location	Yule
1542	Kampar		Location	Yule
1543	Kamul 	Khamil,Hamil,Camul	Location	Murray,Yule
1544	Kamál Malik		No	Yule
1545	Kamárah		No	Yule
1546	Kanauj		No	Yule
1547	Kanbalu Island		Location	Yule
1548	Kancháu 	Campichu	No	Yule
1549	Kandahár		Location	Yule
1550	Kandy		No	Yule
1551	Kanerkes		Location	Yule
1552	Kang-hi		Person	Yule
1553	Kangigu		Location	Murray
1554	Kank		No	Yule
1555	Kanpu	Ganpu	Location	Yule
1556	Kansan		No	Yule
1557	Kansuh		No	Yule
1558	Kanát-ul-Shám 	Conosalmi	No	Yule
1559	Kao Hoshang		No	Yule
1560	Kao-yu 	Cayu	No	Yule
1561	KaoTsung		Person	Yule
1562	Kapilavastu		No	Yule
1563	Kapukada		No	Yule
1564	Karakorum		Location	Murray,Yule
1565	Karamoran 	Hoang-ho	Location	Murray
1566	Karanút		No	Yule
1567	Karaunahs	Caraonas	Location	Yule
1568	Karazan		Location	Murray
1569	Karaún Jidun		No	Yule
1570	Kardandan		Location	Murray
1571	Karens		No	Yule
1572	Karmathian		No	Yule
1573	Karnúl		No	Yule
1574	Karra-Mánikpúr		No	Yule
1575	Karrah		No	Yule
1576	Kartazonon		No	Yule
1577	Kará Hulun		No	Yule
1578	Kará Khoja		No	Yule
1579	Karájáng 	Carajan	No	Yule
1580	Karákhitaian Empire		No	Yule
1581	Karákásh 	black jade	Location	Yule
1582	Karámúren	Caramoran	No	Yule
1583	Karáni	vulgo Cranny	No	Yule
1584	Kasaidi Arabs		No	Yule
1585	Kashan		No	Yule
1586	Kashmiris		No	Yule
1587	Kasia		No	Yule
1588	Kasyapa Buddha		No	Yule
1589	Kataghan		No	Yule
1590	Kataia		Location	Murray
1591	Katar pirates		No	Yule
1592	Katif		No	Yule
1593	Kattiawár		No	Yule
1594	Kaulam		No	Yule
1595	KaulamMalé		No	Yule
1596	Kauli	Cauly	No	Yule
1597	Kaunchi	Conchi	Location	Yule
1598	Kavváyi		No	Yule
1599	Kayten		No	Yule
1600	Kazan		No	Yule
1601	Kazbek		No	Yule
1602	Kazvín	Casvin	No	Yule
1603	Kazáwinah		No	Yule
1604	Kaïkobad I. and III		No	Yule
1605	Keary		No	Yule
1606	Kehran		No	Yule
1607	Keiaz tribe		No	Yule
1608	Keibung 	Kaipingfu	No	Yule
1609	Kelinfu	Kienning-fu	Location	Yule
1610	Kemenfu		Location	Yule
1611	Kenjanfu 	Si-ngan fu	Location	Yule
1612	Keraits		Location	Yule
1613	Kerala		Location	Yule
1614	Keria		Location	Yule
1615	Keriza River		Location	Yule
1616	Kermán		Location	Yule
1617	Kerulen  valley		Location	Yule
1618	Keshican	Keshikten	No	Yule
1619	Kesimur 	Cashmere	Location	Murray
1621	Kesmacoran 	Mekran	Location	Murray,Yule
1622	Keuyung Kwan		Location	Yule
1623	Khakán		No	Yule
1624	Khalif	Calif	Person	Yule
1625	Khambavati	Cambay	Location	Yule
1626	Khanabad 	Dogana	Location	Yule
1627	Khanfu		Location	Yule
1628	Khanikoff		Location	Yule
1629	Khanoolla		Location	Yule
1630	Khansâ		Location	Yule
1631	Kharesem		Location	Yule
1632	Khato-tribe		Location	Yule
1633	Khavailu	Hwo-lu hien	No	Yule
1634	Khazars		No	Yule
1635	Khilak		No	Yule
1636	Khimka		No	Yule
1637	Khinsa		Location	Yule
1638	Khitan		No	Yule
1639	Khmer		No	Yule
1640	Khodabanda		No	Yule
1641	Khojas		No	Yule
1642	Khorasan		No	Yule
1643	Khormuzda		No	Yule
1645	Khoten		Location	Murray
1646	Khumbavati	Cambay	No	Yule
1647	Khumdán		No	Yule
1648	Khusrú		Person	Yule
1649	Khutuktai Setzen		No	Yule
1650	Khwarizm		No	Yule
1651	Khán Bádshah of Khotan		Person	Yule
1652	Khánbalík		Location	Yule
1653	Khátún-gol		Location	Yule
1654	Kia Tsing		Person	Yule
1655	Kia-king		Person	Yule
1656	Kiacatu		No	Yule
1657	Kiahing	Ciangan	No	Yule
1658	Kiai  or Hiai-chau	Caichu	No	Yule
1659	Kiakhta		No	Yule
1660	Kiang		Location	Yule
1661	Kiang-mai		No	Yule
1662	Kiang-su		No	Yule
1663	Kiang-suy	Kiang-shui	No	Yule
1664	Kiangka		No	Yule
1665	Kiangshan		No	Yule
1666	Kiangsi		No	Yule
1667	Kiangtheu		No	Yule
1668	KiangChé		Location	Yule
1669	KiangHung		Location	Yule
1670	KiangTung		No	Yule
1671	Kiao-chi	Tungking	No	Yule
1672	Kiaproth			Murray
1673	Kichau Castle		No	Yule
1674	KiehCha		No	Yule
1675	Kien-chau		No	Yule
1676	Kien-kwé		No	Yule
1677	Kien-lung		Person	Yule
1678	Kien-ning fu	Kelinfu	No	Yule
1679	Kiepert		No	Yule
1680	Kiev		Location	Murray
1682	Kila-i-Gabr		Location	Yule
1683	Kilimanchi 		Location	Yule
1684	Kiming shan Mountains		Location	Yule
1685	Kin		No	Yule
1686	Kin-hwa fu		No	Yule
1687	Kin-sai	Quin-sai,Hang-tcheou-fou	Location	Murray
1688	Kin-sha Kiang		Location	Yule
1689	Kincha		Location	Yule
1690	King of the Abraiaman		No	Yule
