Entity Name,Alternative Name,Tag,Reference,
Damasks,,FALSE,Yule,
Damghan,,FALSE,Yule,
Dancing dervishes,,FALSE,Yule,
Dancing girls,,FALSE,Yule,
Dandolo,,Person,Murray,Yule
Dantapura,,FALSE,Yule,
Dante,,FALSE,Yule,
Darabjird,,FALSE,Yule,
Darah,,FALSE,Yule,
Dariel,,FALSE,Yule,
Darius,,Person,Yule,
Dark Ocean of the South,,FALSE,Yule,
Darkness,,FALSE,Yule,
Darraj,,FALSE,Yule,
Daruna,,Location,Yule,
Darwaz,,FALSE,Yule,
Dasht,,FALSE,Yule,
Dasht-i-Lut,Desert of Lï¿½t), ,Yule,
Dashtistan tribe and district,,FALSE,Yule,
Dashtï¿½b,, ,Yule,
Dates ,,FALSE,Yule,
Daughters of Marco Polo,,FALSE,Yule,
David,,Person,Yule,
Davids,,Person,Yule,
Davis,,Person,Yule,
Dawaro,,FALSE,Yule,
Daya,,FALSE,Yule,
Daï¿½tu,, ,Yule,
De Barros,,FALSE,Yule,
De Bode,,FALSE,Yule,
De Borron,,FALSE,Yule,
De Guignes,,,Murray,
De la Croix,,FALSE,Yule,
Dead,,FALSE,Yule,
Debt,,FALSE,Yule,
Decima,,FALSE,Yule,
Decimal organisation of Tartar armies,,FALSE,Yule,
Decius,,Person,Yule,
Deghï¿½ns,, ,Yule,
Deh Bakri,,FALSE,Yule,
Dehï¿½nah,, ,Yule,
Delhi,,Location,Yule,
Demoiselle Crane,,FALSE,Yule,
Deogir,,FALSE,Yule,
Depopulation of Badakhshan,,FALSE,Yule,
Derbend,,Location,Yule,
Deserts,,FALSE,Yule,
Desgodins,,FALSE,Yule,
Despina Khatun,,FALSE,Yule,
Devadï¿½si,, ,Yule,
Devapattan,,FALSE,Yule,
Devil trees,,FALSE,Yule,
Devil-dancing,,FALSE,Yule,
Devils,,FALSE,Yule,
Devï¿½ria,, ,Yule,
Dhafar (Dofar,, Zhafar),Location,Yule
Dhï¿½lkarnain ,, ,Yule,
Dialects,,FALSE,Yule,
Diamonds in India,,FALSE,Yule,
Dilï¿½war,, ,Yule,
Dimitri II,,Person,Yule,
Dinh Tiï¿½n-hwï¿½ng,, ,Yule,
Dinï¿½r,, ,Yule,
Dinï¿½r of Red Gold,, ,Yule,
Diocletian,,FALSE,Yule,
Dir,,Location,Yule,
Dirakht-i-Fazl,,FALSE,Yule,
Dirakht-i-Kush,,FALSE,Yule,
Dirhem-Kub,,Person,Yule,
Dirï¿½wal,, ,Yule,
Dish of Sakya or of Adam,,FALSE,Yule,
Diu City,,FALSE,Yule,
Diul-Sind,,FALSE,Yule,
Divination by twigs or arrows,,FALSE,Yule,
Dixan,,FALSE,Yule,
Dizabulus,,FALSE,Yule,
Dizful River,,FALSE,Yule,
Djaya,,FALSE,Yule,
Doctors at Kinsay,,FALSE,Yule,
Dofar,,FALSE,Yule,
Dog-headed races,,FALSE,Yule,
Dog-sledging in Far North,,FALSE,Yule,
Dogana,,Location,Yule,
Doghï¿½bah,, ,Yule,
Dogs,,,Murray,Yule
Dolfino,,Person,Yule,
Dolonnï¿½r,, ,Yule,
Dominican friars; their mission to Persia,,,Murray,
Dominicans,,FALSE,Yule,
Dor,,Person,Murray,
Dorah Pass,,FALSE,Yule,
Doria,,Person,Yule,
Dorjï¿½,, ,Yule,
Douglas,,FALSE,Yule,
Doyley,,Person,Yule,
Dragoian,Ta-hua-Mien,FALSE,Yule,
Dragoian,Ta-hua-Mien,FALSE,Yule,
Drawers,,FALSE,Yule,
Dreams,,FALSE,Yule,
Drums,,FALSE,Yule,
Du Bose,,FALSE,Yule,
Du Halde's estimate of the revenues of China,,,Murray,
Dua Khan,,FALSE,Yule,
Ducat,,FALSE,Yule,
Dudley,,FALSE,Yule,
Duel,,FALSE,Yule,
Dufar,Dofar,Location,Murray,
Dufour,,FALSE,Yule,
Duhalde,,FALSE,Yule,
Dukuz Khatun,,FALSE,Yule,
Dulcarnon,Zulkarnain,FALSE,Yule,
Dulites,,FALSE,Yule,
Dumas,,FALSE,Yule,
Dumb trade,,FALSE,Yule,
Duncan,,FALSE,Yule,
Duplicates in geography,,FALSE,Yule,
Durga Temple,,FALSE,Yule,
Dursamand,,FALSE,Yule,
Dust-storms,,FALSE,Yule,
Duties,,FALSE,Yule,
Dutthagamini,,Person,Yule,
Dwara Samudra,,FALSE,Yule,
Dzegun-tala,,FALSE,Yule,
Dzungaria,,FALSE,Yule,
Dï¿½Avezac,, ,Yule,
Dï¿½Orlï¿½ans,, ,Yule,
Dï¿½rerï¿½s Map of Venice,, ,Yule,
Dï¿½rï¿½pur ,, ,Yule,
Eagle mark on shoulder of Georgian kings,,FALSE,Yule,
Eagle-wood,,FALSE,Yule,
Eagles,,FALSE,Yule,
Earth honoured,,FALSE,Yule,
East,,FALSE,Yule,
Ebony,bonus,FALSE,Yule,
Edkins,,FALSE,Yule,
Edward I,,FALSE,Yule,
Edward II,,FALSE,Yule,
Effeminacy,,FALSE,Yule,
Eggs of Ruc and Aepyornis,,FALSE,Yule,
Egrigaia,,Location,Yule,
Egrigaia,Ninghia,Location,Murray,
Eighurs,,Location,Murray,
Ela,cardamom,FALSE,Yule,
Elchidai,,FALSE,Yule,
Elenovka,,FALSE,Yule,
Elephantiasis,,FALSE,Yule,
Elephants,,,Murray,Yule
Eli,,Location,Yule,
Eli,Dely,Location,Murray,
Elima,,FALSE,Yule,
Elixir vitae of the Jogis,,FALSE,Yule,
Elliot,,Person,Yule,
Emad,,Person,Yule,
Embroidery,,Person,Yule,
Empoli,,FALSE,Yule,
Empusa,,FALSE,Yule,
Enchanters,,FALSE,Yule,
Enchantments,,FALSE,Yule,
Engano Island,,FALSE,Yule,
Engineering feat,,FALSE,Yule,
Engineers,,FALSE,Yule,
England,,Person,Yule,
English trade and character in Asia,,FALSE,Yule,
Enlightenment,,Location,Yule,
Entity Name,,Tag,Yule,
Erba,,FALSE,Yule,
Erculin,,FALSE,Yule,
Erdeni Tso,Erdenidsu,FALSE,Yule,
Eremites,Rishis,FALSE,Yule,
Erginul,,Location,Murray,
Erguiul,,Location,Yule,
Erivan,,FALSE,Yule,
Ermine,,FALSE,Yule,
Erzinjan,,FALSE,Yule,
Erzrum,Arziron,FALSE,Yule,
Eschiel,,FALSE,Yule,
Escier,Shaher,Location,Murray,
Esher,Shehr, Es-shehr),FALSE,Yule
Essentemur ,Isentimur,Person,Yule,
Estimo,,FALSE,Yule,
Etchmiadzin Monastery,,FALSE,Yule,
Ethiopia and India,,FALSE,Yule,
Ethiopian sheep,,FALSE,Yule,
Etiquette of the Mongol Court,,FALSE,Yule,
Etymologies,,FALSE,Yule,
Etzina,,FALSE,Yule,
Eunuchs,,FALSE,Yule,
Euphrates,,Location,Yule,
Europeans,,,Murray,
Euxine,,FALSE,Yule,
Evelyn's Diary,,FALSE,Yule,
Execution of Princes of the Blood,,FALSE,Yule,
Eyircayï¿½ ,, ,Yule,
Ezina,,Location,Murray,
Facen,,Person,Yule,
Facfur,Faghfur,Person,Murray,
Faizabad in Badakhshan,,FALSE,Yule,
Fakanï¿½r,, ,Yule,
Fakata,,FALSE,Yule,
Fakhruddin Ahmad,,Person,Yule,
Falconers,,FALSE,Yule,
Falconry in China,,,Murray,
Falcons,,FALSE,Yule,
Famine,,FALSE,Yule,
Fan Wen-hu,,FALSE,Yule,
Fanchan Lake,,FALSE,Yule,
Fanching,,FALSE,Yule,
Fandaraina,,FALSE,Yule,
Fansur,,Location,Yule,
Fansuri camphor,,FALSE,Yule,
Fariab,,FALSE,Yule,
Faro of Constantinople,,FALSE,Yule,
Farriers,,FALSE,Yule,
Fars,,Location,Yule,
Fashiyah,,Organization,Yule,
Fassa,,FALSE,Yule,
Fasting days,,Person,Yule,
Fattan,,FALSE,Yule,
Fausto,,Person,Yule,
Fazl,,FALSE,Yule,
Feili,,FALSE,Yule,
Female attendants on Chinese Emperors,,FALSE,Yule,
Ferlec,,Location,Yule,
Fernandez,,FALSE,Yule,
Ferrier,,FALSE,Yule,
Festivals,,,Murray,Yule
Fiag,,Location,Yule,
Fidï¿½wï¿½,, ,Yule,
Filial Piety in China,,FALSE,Yule,
Filippi,,Person,Yule,
Finn,,FALSE,Yule,
Fiordelisa,,Person,Yule,
Firando Island,,Location,Yule,
Firdï¿½s,, ,Yule,
Fire,,FALSE,Yule,
Fire worshippers (Guebres) in Persia,,Person,Murray,
Fire-baptism,,FALSE,Yule,
Fire-worship,,FALSE,Yule,
Firishta,,Person,Yule,
Fish,,FALSE,Yule,
Fish-oil,,FALSE,Yule,
Florin,,FALSE,Yule,
Flour (Sago,,FALSE,Yule,
Flï¿½ckiger,, ,Yule,
Fo-kien,,Location,Murray,
Fog,,FALSE,Yule,
Fokien,,FALSE,Yule,
Folin,Byzantine Empire,FALSE,Yule,
Fondaco,,FALSE,Yule,
Foot-mark on Adam's Peak,,FALSE,Yule,
Foot-posts in Cathay,,FALSE,Yule,
Forg,,FALSE,Yule,
Formosa,,Location,Yule,
Forsyth,,FALSE,Yule,
Fortune,,FALSE,Yule,
Foundlings,,FALSE,Yule,
Four-horned sheep,,FALSE,Yule,
Fowls with hair,,FALSE,Yule,
Foxes,,FALSE,Yule,
Fozlï¿½n,, ,Yule,
Fra terre,Interior,FALSE,Yule,
Fracastorious,,FALSE,Yule,
Frampton,,Person,Murray,
Franciscan converts,,FALSE,Yule,
Francolin,, ,Yule,
Frankincense,,FALSE,Yule,
Frederic II,,Person,Yule,
French,,FALSE,Yule,
French Expedition up the Kamboja River,,FALSE,Yule,
French Geographical Society,,,Murray,
French mission and missionaries in China,,FALSE,Yule,
Frenchmen,,FALSE,Yule,
Frere,,Person,Yule,
Froissart,,FALSE,Yule,
Frï¿½re charnel,, ,Yule,
Fu-gui ,Concha,Location,Murray,
Fuchau,Fuju,FALSE,Yule,
Fuen ho ,Fen ho ,Location,Yule,
Fuju,Fokien and Fuchau,Location,Yule,
Funeral rites,,FALSE,Yule,
Fungul,,Location,Yule,
Furs,,Person,Yule,
Fusang,,Location,Yule,
Fuyang,,FALSE,Yule,
Fuzo,,FALSE,Yule,
Gabala,,Person,Yule,
Gagry,,FALSE,Yule,
Gaisue,,Person,Yule,
Galashkird,,FALSE,Yule,
Galeasse,,FALSE,Yule,
Galeazza,,FALSE,Yule,
Galingale,,FALSE,Yule,
Galletti,,FALSE,Yule,
Galley-slaves ,,FALSE,Yule,
Galleys of the Middle Ages,,FALSE,Yule,
Gambling,,FALSE,Yule,
Game,,FALSE,Yule,
Game Laws,,FALSE,Yule,
Gan-fu,Ning-po,Location,Murray,
Gan-p'u,,FALSE,Yule,
Ganapati Kings,,FALSE,Yule,
Gandar,,Person,Yule,
Gandhï¿½ra ,, ,Yule,
Ganfu,,Location,Yule,
Ganja,,Location,Yule,
Gantanpouhoa,,Person,Yule,
Gantï¿½r ,, ,Yule,
Gardenia,,FALSE,Yule,
Gardinerï¿½s,, ,Yule,
Gardner,,Person,Yule,
Garmsir,,Person,Yule,
Garnier,,FALSE,Yule,
Garrisons,,FALSE,Yule,
Gat-pauls,,FALSE,Yule,
Gate of Iron,,FALSE,Yule,
Gates,,Location,Yule,
Gauenispola,,Location,Yule,
Gaui or Pariahs of Southern India,,,Murray,
Gauristan,,FALSE,Yule,
Gavraz villages,,FALSE,Yule,
Gazaria,,FALSE,Yule,
Gedrosi,,FALSE,Yule,
Gelath in Imeretia,,FALSE,Yule,
Genealogy of Polos,,FALSE,Yule,
Gengis,,Person,Murray,
Genoa,,Location,Yule,
Genoese,,FALSE,Yule,
Gentile Plural names converted into local singulars,,FALSE,Yule,
Geo-gui,"Gin-gui,Tso-tcheou",Location,Murray,
Geographical Society of Paris,,,Murray,
Geographical Text of Polo's Book constantly quoted,,Person,Yule,
George,Jirjis Yurji, Gurgï¿½n), ,Yule
Georgia,,Location,Murray,
Georgia,Georgiana,Location,Yule,
Gerfalcons ,,FALSE,Yule,
Gerini,,FALSE,Yule,
German Follower of the Polos,,FALSE,Yule,
Ghaissuddin Balban,Asedin Soldan,Person,Yule,
Ghazan,Casan,Person,Yule,
Ghel,,FALSE,Yule,
Gheli,, ,Yule,
Ghes,,FALSE,Yule,
Ghiuju,,FALSE,Yule,
Ghiyas ed-din,,Person,Yule,
Ghori,,Location,Yule,
Ghï¿½r,, ,Yule,
Ghï¿½ran country,, ,Yule,
Giglioli,,Person,Yule,
Gilgit,,FALSE,Yule,
Gill,,Location,Yule,
Ginao,,FALSE,Yule,
Gindanes of Herodotus,,FALSE,Yule,
Ginger,,FALSE,Yule,
Ginghintalas,Barkoul,Location,Murray,
Giraffes,,FALSE,Yule,
Girardo,,FALSE,Yule,
Girdkuh,,Location,Yule,
Girls,,FALSE,Yule,
Gittarchan,,FALSE,Yule,
Glaza,Ayas,FALSE,Yule,
Gleemen and jugglers,,FALSE,Yule,
Goa,,FALSE,Yule,
Gobernador,,FALSE,Yule,
Gog and Magog,Ung and Mungul,Location,Yule,
Gogo,,FALSE,Yule,
Golconda,,Location,Murray,
Golconda diamond mines,,FALSE,Yule,
Gold,,FALSE,Yule,
Gold and silver towers of Mien,,Location,Yule,
Gold dust in Tibet,,Location,Yule,
Golden King and Prester John,,FALSE,Yule,
Gomispola,,FALSE,Yule,
Gomushtapah,,FALSE,Yule,
Gomuti palm,,FALSE,Yule,
Gondophares,,FALSE,Yule,
Gordonï¿½s ï¿½Ever Victorious Armyï¿½,, ,Yule,
Gordun Shï¿½h,, ,Yule,
Goriosan,,FALSE,Yule,
Goshawks,,FALSE,Yule,
Gothia,Crimean,FALSE,Yule,
Govy,,FALSE,Yule,
Goza,,FALSE,Yule,
Gozurat,,Location,Murray,Yule
Goï¿½s,, ,Yule,
Goï¿½tre at Yarkand,, ,Yule,
Grail,,Person,Yule,
Granaries,,FALSE,Yule,
Grapes in Shan-si,,FALSE,Yule,
Grass-cloths,,FALSE,Yule,
Grasso,,FALSE,Yule,
Great,,FALSE,Yule,
Great Bear,Meistre,FALSE,Yule,
Great wall of China,,Location,Murray,
Greece,,FALSE,Yule,
Greek fire,,FALSE,Yule,
Greeks,,FALSE,Yule,
Green,,FALSE,Yule,
Gregorieff,,Person,Yule,
Gregory X,,Person,Yule,
Gregory X.,,Person,Murray,
Grenard,,FALSE,Yule,
Grioni,,FALSE,Yule,
Groat,,FALSE,Yule,
Groot,,Person,Yule,
Grote,,Person,Yule,
Grueber and Dorville,,FALSE,Yule,
Gryphon,,FALSE,Yule,
Guasmul,Basmul,FALSE,Yule,
Guchluk,,FALSE,Yule,
Gudar ,,FALSE,Yule,
Gudar,,FALSE,Yule,
Gudran,,FALSE,Yule,
Guebers,,FALSE,Yule,
Guilds of craftsmen at Kinsay,,FALSE,Yule,
Guinea-fowl,,FALSE,Yule,
Guions,,FALSE,Yule,
Gujï¿½h,, ,Yule,
Gumishï¿½Khï¿½nak,, ,Yule,
Gunpowder,,FALSE,Yule,
Gurgan,,Person,Yule,
Gurï¿½Khan of Karacathay,, ,Yule,
Gutturals,,FALSE,Yule,
Guzerat,Gozurat,FALSE,Yule,
Gï¿½l,, ,Yule,
Gï¿½ring,, ,Yule,
Haast,,Person,Yule,
Habsh,Abash,FALSE,Yule,
Habï¿½b-ullah of Khotan,, ,Yule,
Hadhramaut,Sessania Adrumetorum,FALSE,Yule,
Hadiah,,FALSE,Yule,
Haffer,,FALSE,Yule,
Hai-nan,,Location,Yule,
Hairy men in Sumatra,,FALSE,Yule,
Hajji Mahomed,,FALSE,Yule,
Hakeddin,,FALSE,Yule,
Half-breeds,,FALSE,Yule,
Hamd Allah Mastaufi,,Person,Yule,
Hamilton,,Person,Yule,
Hammerï¿½Purgstall on Marco Polo,, ,Yule,
Hamza Pantsï¿½ri,, ,Yule,
Hamza of Ispahan,,FALSE,Yule,
Hamï¿½m Arabs,, ,Yule,
Han Yu,,FALSE,Yule,
Han dynasty,,Location,Yule,
Han-chung ,Cuncun,FALSE,Yule,
Han-kau,,FALSE,Yule,
Hanbury,,FALSE,Yule,
Hang-chau fu,,FALSE,Yule,
Hanjam,,FALSE,Yule,
Hansi,,FALSE,Yule,
Harhaura,,FALSE,Yule,
Harlez,,FALSE,Yule,
Harran,,FALSE,Yule,
Harshadeva,,Person,Yule,
Harsuddi,,Location,Yule,
Haru,,FALSE,Yule,
Hashï¿½shï¿½n,, ,Yule,
Hasik,,FALSE,Yule,
Hassan,,Person,Yule,
Hassï¿½n Kalï¿½,, ,Yule,
Hastings,,FALSE,Yule,
Hatan,,FALSE,Yule,
Haunted deserts,,FALSE,Yule,
Havret,,Person,Yule,
Hawks,,Person,Yule,
Hayton I,,Person,Yule,
Hazbana,,Person,Yule,
Hazï¿½ras,, ,Yule,
He-lung Kiang,,FALSE,Yule,
Heat,,FALSE,Yule,
Heaven,,Location,Yule,
Hedin,,Person,Yule,
Hei-shui,Mongol Etsina,Location,Yule,
Heibak,,FALSE,Yule,
Height,,FALSE,Yule,
Heikel,,Person,Yule,
Hel,,FALSE,Yule,
Helena,,Person,Yule,
Helli,,Person,Yule,
Hemp of Kwei-chau,,FALSE,Yule,
Henry II,,Person,Yule,
Henry III,,Person,Yule,
Heraclius,,Person,Yule,
Herat,,FALSE,Yule,
Hereditary trades,,FALSE,Yule,
Hereford,,FALSE,Yule,
Hermenia,,Location,Yule,
Hermits of Kashmir,,FALSE,Yule,
Herodotus,,FALSE,Yule,
Hethum,,FALSE,Yule,
Hiai ï¿½," Kiai-chau,Caichu", ,Yule,
Hides,,FALSE,Yule,
Hili,,FALSE,Yule,
Hill-people of Fo-kien,,FALSE,Yule,
Hinaur,,FALSE,Yule,
Hind,,FALSE,Yule,
Hindu character,,FALSE,Yule,
Hindus,,Organization,Yule,
Hing-hwa,,FALSE,Yule,
Hippopotamusï¿½ teeth,, ,Yule,
Hips,,FALSE,Yule,
Hirth,,Person,Yule,
Hiuan-Tsung,,Person,Yule,
Hiuen Tsang,,Person,Yule,
Ho-nhi,,FALSE,Yule,
Hoang-ho,,Location,Murray,
Hochau,,Location,Yule,
Hochung-fu,Cachanfu,FALSE,Yule,
Hodgson,,Person,Yule,
Hoernle,,Person,Yule,
Hojos,,FALSE,Yule,
Hokien-fu,Cacanfu,FALSE,Yule,
Hokow,,FALSE,Yule,
Holcombe,,Location,Yule,
Hollingworth,,FALSE,Yule,
Holy Sepulchre,,FALSE,Yule,
Homeritae,,FALSE,Yule,
Homi-cheu,,FALSE,Yule,
Hondius map,,FALSE,Yule,
Hooker,,Person,Yule,
Hoolaku,,Person,Murray,
Horiad,Oirad,FALSE,Yule,
Hormuz,Hormos,Person,Yule,
Hormuzdia,,FALSE,Yule,
Horns of Ovis Poli,,FALSE,Yule,
Horoscopes,,FALSE,Yule,
Horsburgh,,Person,Murray,
Horse-posts and Post-houses,,FALSE,Yule,
Horse-stealing,,FALSE,Yule,
Horses,,Person,Yule,
Hosie,,FALSE,Yule,
Hospitals,,FALSE,Yule,
Hostelries,,FALSE,Yule,
Hot springs in Armenia,,FALSE,Yule,
Hounds,,FALSE,Yule,
Hours,,FALSE,Yule,
Hsi Hsia dynasty,,Location,Yule,
Hu-chau fu,Vuju,FALSE,Yule,
Hui-hui,,FALSE,Yule,
Hukaji,, ,Yule,
Hukwan-hien,,FALSE,Yule,
Hullukluk,,Location,Yule,
Human fat,,FALSE,Yule,
Humboldt,,FALSE,Yule,
Humï¿½yï¿½n,, ,Yule,
Hun-ho,Sanghin,FALSE,Yule,
Hundred Eyes,,FALSE,Yule,
Hung Hao,,Person,Yule,
Hungary,,FALSE,Yule,
Huns invade Europe,,,Murray,
Hunting equipment and Expedition,,FALSE,Yule,
Hunï¿½war,, ,Yule,
Hutton,,Person,Yule,
Hwa-chau,,FALSE,Yule,
Hwai River,,FALSE,Yule,
Hwai-lu,,FALSE,Yule,
Hwai-ngan-fu,Coiganju,FALSE,Yule,
Hwan-ho,,FALSE,Yule,
Hwang-ho,Yellow River,Location,Yule,
Hyena,,FALSE,Yule,
Hyrcania,,Person,Yule,
Hukalu Khan,Alau, ,Yule,
Iabadiu,,FALSE,Yule,
Ibn Batuta ,,Person,Yule,
Ibn Fozlï¿½n,, ,Yule,
Ibn-al-Furï¿½t,, ,Yule,
Ichin-hien,,FALSE,Yule,
Ichthyophagous cattle and people,,FALSE,Yule,
Icon Amlac,,Person,Yule,
Iconium,,Location,Murray,
Iconium (,Kuniyah,FALSE,Yule,
Idolatry (Buddhism) and Idolaters,,FALSE,Yule,
Idols,,FALSE,Yule,
Ieu,,FALSE,Yule,
Ifat,,FALSE,Yule,
Ig,,FALSE,Yule,
Igba Zion,,Person,Yule,
Ilchi,,Location,Yule,
Ilchigadai Khan,,Person,Yule,
Ilija,,FALSE,Yule,
Ilkhan,,FALSE,Yule,
Ilyï¿½ts,, ,Yule,
Im Thurn,,FALSE,Yule,
Imï¿½ms of the Ismailites,, ,Yule,
Incense,,FALSE,Yule,
India,,Location,Yule,
Indian drugs to prolong life,,FALSE,Yule,
Indies,,FALSE,Yule,
Indifference,,FALSE,Yule,
Indigo,,FALSE,Yule,
Indo-China,,FALSE,Yule,
Indragiri,,Location,Yule,
Infants,,FALSE,Yule,
Ingushes of Caucasus,,FALSE,Yule,
Innocent IV,,Person,Yule,
Innocent IV.,,Person,Murray,
Inscription,,FALSE,Yule,
Insult,,FALSE,Yule,
Intramural interment prohibited,,FALSE,Yule,
Invulnerability,,FALSE,Yule,
Irghai,,FALSE,Yule,
Irish,,Person,Yule,
Iron,,FALSE,Yule,
Iron Gate,Derbend Pass,Location,Yule,
Irtish,,Location,Yule,
Isaac,,Person,Yule,
Isabel,,Person,Yule,
Isabeni,,FALSE,Yule,
Isentemur,Sentemur,Person,Yule,
Ish,,FALSE,Yule,
Ish-Kï¿½shm,, ,Yule,
Iskandar,,Person,Yule,
Islands,,Location,Yule,
Islands of the Oriental Archipelago,,Location,Murray,
Isle dï¿½Orleans,, ,Yule,
Isle of Rubies,Ceylon,Location,Yule,
Ismailites,,FALSE,Yule,
Ismalies,Assassins,Person,Murray,
Ismaï¿½l,, ,Yule,
Ispahan,Istanit,Location,Yule,
Israel in China,,FALSE,Yule,
Iteration,,FALSE,Yule,
Ivongo,,FALSE,Yule,
Ivory trade,,FALSE,Yule,
Izzuddin Muzaffar,,Person,Yule,
Iï¿½tsing,, ,Yule,
Jacinth,,FALSE,Yule,
Jacobite Christians,,FALSE,Yule,
Jacobs,,FALSE,Yule,
Jade stone (jasper) of Khotan,,FALSE,Yule,
Jaeschke,,FALSE,Yule,
Jaffa,,Person,Yule,
Jaipï¿½l,, ,Yule,
Jalï¿½luddï¿½n of Khwarizm,, ,Yule,
Jamaluddin,,Person,Yule,
Jambi River,,Location,Yule,
James of Aragon,,Person,Yule,
Jamï¿½i Khï¿½tï¿½n,, ,Yule,
Jamï¿½luddï¿½n-al-Thaibi,, ,Yule,
Jangama sect,,FALSE,Yule,
Janibeg,,Person,Yule,
Japan,,Location,Murray,Yule
Japanese paper-money,,FALSE,Yule,
Jaroslawl,,FALSE,Yule,
Jaspar,Gaspar,Person,Yule,
Jasper and chalcedony,,FALSE,Yule,
Jatolic,,FALSE,Yule,
Jauchau,,FALSE,Yule,
Java,,Location,Murray,Yule
Jawa,,FALSE,Yule,
Jayaï¿½Sinhavarman II,, ,Yule,
Jazirah,,FALSE,Yule,
Jaï¿½zgï¿½n,, ,Yule,
Jehangï¿½r,Jehan, ,Yule,
Jenkinson,,FALSE,Yule,
Jerusalem,,Location,Yule,
Jerï¿½n,Zarun, ,Yule,
Jesuit maps,,FALSE,Yule,
Jesujabus,,FALSE,Yule,
Jews,,Organization,Yule,
Jibal,,FALSE,Yule,
Jibal-ul-Thabï¿½l,, ,Yule,
Jiruft,,FALSE,Yule,
Jogis,Chughi,FALSE,Yule,
John XXII,,Person,Yule,
Johnson,,Person,Yule,
Johnston,,Person,Yule,
Johore,,Person,Yule,
Jomard,,,Murray,
Jon,Jihon,Location,Yule,
Jor-fattan,Baliapatan,FALSE,Yule,
Jordanus,,FALSE,Yule,
Josephus,,FALSE,Yule,
Jubb,,Location,Yule,
Judi,,Location,Yule,
Jugglers,,FALSE,Yule,
Juggling extraordinary,,FALSE,Yule,
Juji,,Person,Yule,
Juju,Cho-chau,FALSE,Yule,
Julman,,FALSE,Yule,
Junghuhn,,FALSE,Yule,
Junks. (See also Ships.),,FALSE,Yule,
Jupï¿½r,, ,Yule,
Justice,,FALSE,Yule,
Justinian,,Person,Yule,
Juzgï¿½na,Dogana, ,Yule,
Juzgï¿½na ,Dogana, ,Yule,
Jï¿½jnagar,, ,Yule,
Jï¿½misfulah,Gauenispola, ,Yule,
Kaan,,Person,Yule,
Kaans,,Person,Yule,
Kabul,,Location,Yule,
Kadapah,,FALSE,Yule,
Kafchi-kï¿½e,, ,Yule,
Kahn-i-Panchur,,FALSE,Yule,
Kaidu,,Person,Murray,
Kaidu Khan,Caidu Khan,Person,Yule,
Kaifung-fu,,Location,Yule,
Kaikhosru I. and III,,Organization,Yule,
Kaikhï¿½tu,Kiacatu, ,Yule,
Kaikus,,FALSE,Yule,
Kain-du,,Location,Murray,
Kaipingfu,Keibung,FALSE,Yule,
Kairat-ul-Arab,,FALSE,Yule,
Kais,,FALSE,Yule,
Kaisarï¿½ya,Caesaraea, ,Yule,
Kajjala,,Person,Yule,
Kakateya,,Location,Yule,
Kakhyens,,Location,Yule,
Kakula,,FALSE,Yule,
Kalajan,Calachan,FALSE,Yule,
Kalantan,,FALSE,Yule,
Kalaï¿½ Atishparastan,Cala Ataperistan, ,Yule,
Kalaï¿½ Safed,, ,Yule,
Kalchi,,FALSE,Yule,
Kales Devar,,Person,Yule,
Kalgan,,FALSE,Yule,
Kalhï¿½t (Kalhï¿½tï¿½,, ,Yule,
Kalidï¿½sa,, ,Yule,
Kalinga,,FALSE,Yule,
Kalinjar,,FALSE,Yule,
Kalï¿½mï¿½r,, ,Yule,
Kamasal,Conosalmi,FALSE,Yule,
Kambala,,Person,Yule,
Kambalu,Pe-king,Location,Murray,
Kamboja,Chinla,FALSE,Yule,
Kambï¿½yat ,Cambay, ,Yule,
Kampar,,Location,Yule,
Kamul,"Khamil , Hamil,Komal,Comal",Location,Murray,
Kamï¿½l Malik,, ,Yule,
Kamï¿½rah,, ,Yule,
Kanauj,,FALSE,Yule,
Kanbalu Island,,FALSE,Yule,
Kanchï¿½u ,Campichu, ,Yule,
Kandahï¿½r,, ,Yule,
Kandy,,FALSE,Yule,
Kanerkes,,Location,Yule,
Kang-hi,,FALSE,Yule,
Kangigu,,Location,Murray,
Kank,,FALSE,Yule,
Kanpï¿½u ,Ganpu, ,Yule,
Kansan,,FALSE,Yule,
Kansuh,,FALSE,Yule,
Kanï¿½t-ul-Shï¿½m,Conosalmi, ,Yule,
Kao Hoshang,,FALSE,Yule,
Kao-yu ,Cayu,FALSE,Yule,
Kaoï¿½Tsung,, ,Yule,
Kapilavastu,,FALSE,Yule,
Kapukada,,FALSE,Yule,
Karakorum,,Location,Murray,
Karakorum,Caracoron,FALSE,Yule,
Karakorum ,Caracoron,FALSE,Yule,
Karamoran,Hoang-ho,Location,Murray,
Karanï¿½t,, ,Yule,
Karaunahs,Caraonas,FALSE,Yule,
Karazan,,Location,Murray,
Karaï¿½n Jidun,, ,Yule,
Kardandan,,Location,Murray,
Karens,,FALSE,Yule,
Karmathian,,FALSE,Yule,
Karnï¿½l,, ,Yule,
Karra-Mï¿½nikpï¿½r,, ,Yule,
Karrah,,FALSE,Yule,
Kartazonon,,FALSE,Yule,
Karï¿½ Hulun,, ,Yule,
Karï¿½ Khoja,, ,Yule,
Karï¿½jï¿½ng ,Carajan, ,Yule,
Karï¿½khitaian Empire,, ,Yule,
Karï¿½mï¿½ren ,Caramoran, ,Yule,
Karï¿½ni,vulgo Cranny, ,Yule,
