Entity	Original count	Found count
	264	4
Aguil	1	1
Bayam Cinqsan	1	1
Chenku	4	4
Christ	1	0
Essetemur	1	1
Facfur	3	2
Gengis Khan	1	1
Gyngym Khan	1	1
Jove	1	1
Khan	1	125
Kogatin	1	1
Maffio	2	2
Marco	5	4
Marsarchis	1	1
Messer Marco	2	3
Messer Marco Polo	1	0
Messeri Nicolo	2	2
Migam	1	1
Mongatai	1	1
Moses	1	1
Nicolo	1	1
Sogomombar Khan	1	1
Vanku	5	5
bulangazi	1	1
